customer_id,transaction_id,customer_age,account_age_days,customer_gender,customer_income,account_balance,transaction_amount,transaction_hour,transaction_day,transaction_type,merchant_category,payment_method,transaction_location,is_international_transaction,device_type,device_trust_score,distance_from_home_km,transactions_last_24h,transactions_last_7d,avg_transaction_amount,previous_transaction_amount,time_since_last_transaction_min,failed_transaction_count_24h,new_device_used,location_mismatch,unusual_transaction_time,is_fraud
144111,TXN0044111,18,2316,Male,33354.0,16651.85,734.47,23,Wednesday,Bill Payment,Online Services,Online,Other,No,Desktop,39.2,11.8,6,25,997.88,1700.42,184,0,No,No,Yes,0
144112,TXN0044112,48,1933,Female,78855.0,16755.82,6622.22,18,Friday,Purchase,Grocery,Credit Card,Delhi,No,Mobile,89.6,25.4,6,15,3861.63,11219.45,128,1,No,No,No,0
144113,TXN0044113,45,820,Male,25258.0,95969.6,6290.79,21,Monday,ATM Withdrawal,Online Services,Debit Card,Kolkata,No,POS,90.3,54.5,4,21,6809.17,6136.84,434,0,No,No,No,0
144114,TXN0044114,49,1235,Male,65406.0,33122.99,20133.03,19,Wednesday,Purchase,Online Services,Credit Card,Delhi,No,Mobile,94.6,14.8,3,16,19422.73,6702.4,199,0,No,No,No,0
144115,TXN0044115,51,1051,Female,45906.0,34880.0,3997.91,21,Tuesday,ATM Withdrawal,Grocery,Debit Card,Mumbai,No,POS,60.6,22.0,5,21,5957.76,2828.24,315,1,No,No,No,0
144116,TXN0044116,38,1377,Male,42249.0,80868.67,358.41,4,Sunday,Purchase,Travel,Online,Delhi,No,POS,85.6,4.2,3,18,465.05,263.19,591,1,No,No,Yes,0
144117,TXN0044117,39,1323,Female,125801.0,12282.67,1455.32,19,Friday,Online Purchase,Dining,Contactless,Hyderabad,No,POS,69.7,39.6,4,18,664.73,1888.75,1006,0,No,No,No,0
144118,TXN0044118,47,696,Male,67772.0,49340.95,7505.99,21,Friday,ATM Withdrawal,Fuel,Credit Card,Mumbai,Yes,Mobile,48.6,5.6,7,22,6619.12,7092.6,224,0,No,No,No,0
144119,TXN0044119,23,957,Male,139651.0,22452.98,428.27,16,Tuesday,Transfer,Grocery,Credit Card,Mumbai,No,Desktop,70.1,28.0,4,21,328.48,719.93,244,0,No,No,No,0
144120,TXN0044120,32,2126,Female,121608.0,14726.87,1115.84,18,Sunday,Online Purchase,Healthcare,Credit Card,Pune,No,Mobile,97.5,34.5,2,20,2279.55,1128.82,201,2,No,No,No,0
144121,TXN0044121,35,1735,Female,46870.0,98929.93,1330.67,18,Wednesday,ATM Withdrawal,Healthcare,Online,Mumbai,No,Mobile,80.7,40.8,5,17,1240.21,2602.16,853,0,No,No,No,0
144122,TXN0044122,46,922,Female,72283.0,79438.1,439.19,12,Sunday,Transfer,Online Services,Debit Card,Other,No,Desktop,75.1,65.0,3,30,563.93,360.52,136,1,No,No,No,0
144123,TXN0044123,30,844,Male,28045.0,172532.15,6246.82,19,Wednesday,Purchase,Clothing,Credit Card,Pune,No,Mobile,98.2,15.4,5,21,4482.38,3913.63,155,0,No,No,No,0
144124,TXN0044124,28,1492,Male,67462.0,46632.83,486.97,9,Saturday,Online Purchase,Fuel,Debit Card,Ahmedabad,No,Mobile,87.6,48.6,7,14,622.89,547.73,78,1,No,No,No,0
144125,TXN0044125,31,1044,Female,80713.0,128193.88,628.72,18,Saturday,Purchase,Grocery,Credit Card,Mumbai,No,Mobile,66.9,18.7,3,18,615.37,636.38,644,0,No,No,No,0
144126,TXN0044126,41,1760,Male,71698.0,198648.98,793.18,14,Saturday,Purchase,Clothing,Contactless,Jaipur,No,POS,77.4,18.9,4,18,415.37,550.93,185,0,Yes,No,No,0
144127,TXN0044127,35,1992,Female,75698.0,69911.07,8681.97,14,Wednesday,Online Purchase,Grocery,Credit Card,Mumbai,No,Mobile,90.1,57.8,3,19,17688.35,27076.82,144,0,No,No,No,0
144128,TXN0044128,20,2602,Male,41000.0,39554.44,3973.81,9,Sunday,Online Purchase,Grocery,Debit Card,Delhi,No,Mobile,88.4,13.4,3,21,5313.22,8170.78,268,0,No,No,No,0
144129,TXN0044129,22,2036,Female,55395.0,123755.5,1730.57,15,Wednesday,Online Purchase,Grocery,Contactless,Other,No,Mobile,83.2,28.3,5,16,3529.65,1660.19,816,1,No,No,No,0
144130,TXN0044130,38,499,Female,187818.0,64038.03,1010.8,13,Friday,ATM Withdrawal,Entertainment,Contactless,Pune,No,Tablet,76.6,5.8,3,18,1290.12,470.21,510,0,No,No,No,0
144131,TXN0044131,38,708,Female,132894.0,119288.16,2447.1,23,Friday,Purchase,Online Services,Contactless,Ahmedabad,No,POS,77.8,22.4,2,27,2108.64,2817.64,68,1,No,No,Yes,0
144132,TXN0044132,36,518,Male,89773.0,79338.15,1098.84,13,Tuesday,Bill Payment,Travel,Contactless,Hyderabad,No,POS,68.9,6.7,4,19,1056.4,1095.59,394,0,No,Yes,No,0
144133,TXN0044133,31,1096,Female,74598.0,74970.13,360.53,9,Tuesday,Purchase,Dining,Contactless,Mumbai,No,Mobile,69.0,12.3,2,17,221.5,448.79,2129,0,No,No,No,0
144134,TXN0044134,45,248,Male,93877.0,26440.37,4433.73,9,Thursday,Online Purchase,Clothing,Credit Card,Other,No,POS,88.7,32.5,3,16,4704.53,3777.29,93,1,No,No,No,0
144135,TXN0044135,40,689,Male,36846.0,27006.66,726.46,14,Tuesday,Online Purchase,Dining,Credit Card,Delhi,No,POS,56.1,29.3,2,16,739.09,1865.94,62,0,No,No,No,0
144136,TXN0044136,40,1800,Female,64991.0,26697.24,3989.32,13,Sunday,Online Purchase,Dining,Credit Card,Pune,No,Mobile,73.0,39.1,3,17,4174.85,2057.6,353,0,No,No,No,0
144137,TXN0044137,40,217,Male,41840.0,12402.98,2518.79,9,Saturday,Online Purchase,Entertainment,Credit Card,Hyderabad,No,POS,73.7,25.2,8,22,2689.69,3213.79,229,1,No,No,No,0
144138,TXN0044138,54,1117,Female,38759.0,24431.82,312.68,12,Monday,Purchase,Dining,Contactless,Pune,No,POS,58.1,3.7,6,17,201.39,510.67,1025,0,No,No,No,0
144139,TXN0044139,25,1365,Female,59926.0,17304.09,1720.14,9,Friday,Purchase,Grocery,Debit Card,Kolkata,No,POS,92.8,30.8,4,22,923.28,814.85,193,0,No,No,No,0
144140,TXN0044140,31,1010,Male,79866.0,63838.2,2869.73,20,Saturday,Online Purchase,Grocery,Credit Card,Kolkata,No,Tablet,84.6,25.2,5,14,2727.16,741.55,494,0,No,No,No,0
144141,TXN0044141,32,2046,Male,73562.0,13985.24,6938.14,20,Thursday,Online Purchase,Dining,Debit Card,Hyderabad,No,Mobile,49.8,18.5,8,13,4744.7,5296.45,231,1,No,No,No,0
144142,TXN0044142,50,1496,Male,27566.0,74895.01,3245.14,8,Monday,Purchase,Dining,Contactless,Bengaluru,No,Mobile,85.5,45.5,3,19,2416.91,3913.34,284,0,No,No,No,0
144143,TXN0044143,32,1726,Female,24537.0,58164.95,2044.63,11,Tuesday,Online Purchase,Grocery,Credit Card,Hyderabad,No,Mobile,64.3,41.9,1,25,742.91,4386.69,497,0,Yes,Yes,No,1
144144,TXN0044144,27,1528,Female,48134.0,35654.89,480.73,12,Wednesday,Purchase,Electronics,Contactless,Mumbai,No,Desktop,85.3,48.4,3,22,674.21,464.99,2307,1,No,No,No,0
144145,TXN0044145,35,1580,Female,34437.0,17048.88,1973.62,19,Friday,ATM Withdrawal,Clothing,Contactless,Ahmedabad,No,Desktop,74.8,14.0,1,15,1101.34,1229.96,272,1,No,No,No,0
144146,TXN0044146,37,3080,Female,88666.0,2591.44,1307.16,18,Sunday,ATM Withdrawal,Clothing,Online,Pune,No,Mobile,67.9,54.8,6,14,1510.63,990.48,245,0,No,No,No,0
144147,TXN0044147,49,593,Male,46523.0,17859.41,1910.9,20,Friday,Online Purchase,Online Services,Credit Card,Delhi,No,Mobile,87.8,30.4,4,18,2854.06,1915.69,65,0,No,No,No,0
144148,TXN0044148,32,573,Male,29275.0,65797.81,3573.52,12,Wednesday,Purchase,Electronics,Debit Card,Kolkata,No,Mobile,83.2,9.3,5,17,3601.56,2993.72,283,0,No,No,No,0
144149,TXN0044149,28,2005,Male,36691.0,46910.54,257.93,15,Monday,ATM Withdrawal,Dining,Contactless,Chennai,No,POS,78.2,12.3,4,27,228.73,278.98,1433,1,No,No,No,0
144150,TXN0044150,26,979,Male,54799.0,99570.3,1924.45,0,Wednesday,Purchase,Electronics,Debit Card,Mumbai,No,Mobile,86.8,42.6,5,21,1118.17,1955.94,133,1,No,No,Yes,0
144151,TXN0044151,32,1513,Male,55090.0,37128.15,1036.07,10,Sunday,Purchase,Clothing,Credit Card,Mumbai,No,Desktop,87.7,26.8,5,21,706.2,1049.21,443,0,No,No,No,0
144152,TXN0044152,64,921,Female,67912.0,10323.2,706.34,15,Sunday,Transfer,Online Services,Debit Card,Bengaluru,No,POS,77.8,63.8,2,19,1593.35,1288.02,1279,1,No,No,No,0
144153,TXN0044153,40,1729,Female,79549.0,53345.0,425.38,16,Monday,Online Purchase,Dining,Credit Card,Delhi,No,POS,64.5,21.6,5,20,436.08,544.9,75,0,No,No,No,0
144154,TXN0044154,43,902,Female,84102.0,11297.08,1335.22,21,Tuesday,ATM Withdrawal,Dining,Credit Card,Chennai,No,POS,61.5,34.1,1,17,1307.36,872.56,3103,0,No,No,No,0
144155,TXN0044155,36,1507,Female,84741.0,31805.28,2119.03,19,Wednesday,Online Purchase,Electronics,Contactless,Jaipur,No,Mobile,80.1,15.0,3,21,1932.17,1875.57,3179,1,No,Yes,No,0
144156,TXN0044156,38,2315,Female,27516.0,62826.07,619.83,7,Friday,Purchase,Online Services,Credit Card,Delhi,No,POS,77.6,32.1,4,18,810.27,546.91,693,1,No,No,No,0
144157,TXN0044157,45,603,Female,95802.0,22822.37,735.54,17,Monday,Bill Payment,Electronics,Debit Card,Jaipur,No,Desktop,72.9,22.9,4,18,1123.78,630.82,4835,0,No,No,No,0
144158,TXN0044158,42,1596,Male,62862.0,117858.0,536.75,2,Wednesday,Online Purchase,Grocery,Contactless,Bengaluru,No,Mobile,63.6,25.3,3,22,496.59,432.78,142,0,No,No,Yes,0
144159,TXN0044159,40,1225,Male,106024.0,74717.78,5300.42,10,Tuesday,Purchase,Clothing,Credit Card,Mumbai,No,Desktop,63.9,12.7,8,22,7667.73,8953.43,462,0,No,No,No,0
144160,TXN0044160,36,3238,Male,71609.0,15684.44,7583.11,19,Tuesday,Purchase,Dining,Credit Card,Bengaluru,No,Desktop,96.1,9.4,2,21,9503.31,9951.31,1326,0,No,No,No,0
144161,TXN0044161,32,1450,Female,43571.0,29900.61,650.34,1,Wednesday,Purchase,Electronics,Online,Pune,No,Mobile,56.4,20.7,4,21,600.95,569.39,1226,0,No,No,Yes,1
144162,TXN0044162,41,314,Male,65760.0,69401.89,2400.49,9,Sunday,Online Purchase,Online Services,Contactless,Ahmedabad,No,Mobile,90.0,44.9,4,26,2533.29,2900.14,66,1,Yes,No,No,0
144163,TXN0044163,37,1146,Female,18487.0,7572.97,329.51,12,Friday,Purchase,Healthcare,Contactless,Pune,No,Mobile,80.4,9.4,3,21,227.72,936.48,1244,1,No,No,No,0
144164,TXN0044164,59,1076,Male,40829.0,39856.3,3790.96,3,Monday,Purchase,Healthcare,Debit Card,Pune,No,Mobile,86.0,16.9,4,24,4026.22,4259.39,523,1,No,No,Yes,0
144165,TXN0044165,48,855,Male,51216.0,8017.57,4779.66,15,Monday,Purchase,Dining,Contactless,Mumbai,No,Mobile,,18.7,5,16,3299.94,5839.23,147,1,No,No,No,0
144166,TXN0044166,29,1089,Male,42028.0,11085.82,1821.55,10,Friday,Purchase,Online Services,Contactless,Mumbai,Yes,Desktop,71.7,12.5,5,22,2674.47,1151.93,1041,1,No,No,No,0
144167,TXN0044167,23,998,Male,45677.0,181596.37,117.42,15,Tuesday,Purchase,Healthcare,Debit Card,Bengaluru,No,POS,84.4,18.6,4,21,259.36,129.89,776,0,No,No,No,0
144168,TXN0044168,32,845,Female,54612.0,14046.11,900.12,8,Thursday,Transfer,Dining,Credit Card,Ahmedabad,No,Desktop,91.8,10.4,1,21,610.24,839.57,1483,0,No,Yes,No,0
144169,TXN0044169,24,1381,Female,41036.0,41358.53,6462.3,10,Friday,Transfer,Clothing,Contactless,Delhi,Yes,Mobile,70.2,5.4,2,16,4298.4,11267.49,168,0,No,No,No,0
144170,TXN0044170,31,1552,Male,18855.0,23302.28,16000.99,21,Friday,Purchase,Dining,Online,Other,No,Mobile,84.3,29.4,3,15,33019.85,14001.78,194,1,No,No,No,0
144171,TXN0044171,25,855,Male,53682.0,46073.22,1834.49,21,Friday,Online Purchase,Dining,Credit Card,Pune,No,POS,66.6,22.7,3,16,1685.63,6874.13,250,0,No,No,No,0
144172,TXN0044172,32,727,Male,61579.0,58220.96,1040.35,16,Tuesday,Bill Payment,Dining,Online,Bengaluru,No,Tablet,73.4,67.7,4,24,488.15,2634.71,617,0,No,No,No,0
144173,TXN0044173,33,1730,Male,26998.0,51508.7,610.75,19,Wednesday,Online Purchase,Dining,Contactless,Other,No,Mobile,63.0,7.8,2,19,786.86,260.72,82,0,No,No,No,0
144174,TXN0044174,38,3622,Female,28887.0,106951.48,4834.14,10,Sunday,Transfer,Grocery,Credit Card,Kolkata,No,Desktop,88.3,7.4,3,18,7434.31,6655.08,1000,0,No,No,No,0
144175,TXN0044175,34,1648,Male,18000.0,51041.95,5119.18,9,Thursday,Transfer,Healthcare,Credit Card,Other,No,Desktop,79.3,14.5,2,21,4565.52,3246.78,1194,0,No,No,No,0
144176,TXN0044176,26,211,Male,24340.0,64818.01,2112.25,20,Tuesday,Transfer,Dining,Online,Jaipur,No,Mobile,78.7,9.2,5,24,1204.54,3119.73,1808,0,No,No,No,0
144177,TXN0044177,49,1528,Male,28617.0,129463.58,828.37,13,Monday,Bill Payment,Online Services,Debit Card,Jaipur,No,POS,75.9,31.8,3,19,835.14,1102.14,863,2,No,No,No,0
144178,TXN0044178,40,3557,Female,56710.0,43433.72,966.61,13,Thursday,Purchase,Grocery,Debit Card,Other,No,Mobile,99.2,35.5,4,18,334.58,483.19,888,0,No,No,No,0
144179,TXN0044179,30,1918,Male,41161.0,28406.27,487.69,14,Monday,Online Purchase,Entertainment,Credit Card,Delhi,No,Mobile,84.8,29.4,2,21,500.1,750.86,113,0,No,No,No,0
144180,TXN0044180,26,853,Female,66904.0,62081.16,3011.38,4,Monday,Purchase,Healthcare,Contactless,Chennai,No,Mobile,93.3,14.1,4,11,3425.23,3180.2,21,1,No,No,Yes,0
144181,TXN0044181,20,3306,Male,131227.0,86479.26,6309.16,10,Thursday,Bill Payment,Grocery,Online,Bengaluru,No,Mobile,93.1,12.2,2,18,5487.26,2905.02,764,1,No,No,No,0
144182,TXN0044182,19,241,Female,33941.0,28532.6,2232.38,4,Saturday,Online Purchase,Electronics,Credit Card,Kolkata,No,POS,67.6,12.1,1,23,1542.69,3745.88,82,0,No,No,Yes,0
144183,TXN0044183,48,2922,Female,67864.0,54469.95,3553.14,20,Saturday,Transfer,Grocery,Debit Card,Ahmedabad,No,POS,75.8,60.0,2,14,2402.99,4801.87,662,0,No,No,No,0
144184,TXN0044184,46,1140,Male,65172.0,205851.8,3745.28,15,Monday,Purchase,Online Services,Credit Card,Ahmedabad,No,Desktop,91.9,18.2,5,13,5153.2,2762.47,682,0,No,No,No,0
144185,TXN0044185,30,1826,Female,42367.0,41671.97,2907.7,15,Wednesday,Transfer,Grocery,Online,Mumbai,No,Mobile,62.9,8.9,1,17,2263.81,5171.16,113,0,No,No,No,0
144186,TXN0044186,51,1179,Female,89174.0,58047.75,615.06,17,Tuesday,Purchase,Entertainment,Debit Card,Chennai,No,POS,96.0,44.7,5,25,1393.17,481.99,217,1,No,No,No,0
144187,TXN0044187,43,2261,Female,116715.0,29493.47,6015.44,18,Sunday,Purchase,Online Services,Debit Card,Jaipur,No,Mobile,75.4,9.1,3,13,5859.05,8905.35,323,0,No,No,No,0
144188,TXN0044188,38,676,Other,85709.0,45640.91,1656.01,21,Thursday,Purchase,Grocery,Online,Mumbai,No,POS,93.3,60.2,8,21,1567.61,3509.61,248,0,No,No,No,0
144189,TXN0044189,45,1320,Female,18000.0,56111.44,1155.63,12,Thursday,Online Purchase,Online Services,Credit Card,Bengaluru,No,POS,66.8,8.1,4,27,609.57,1510.16,162,0,No,No,No,0
144190,TXN0044190,43,419,Male,39486.0,13537.34,4516.99,19,Monday,Online Purchase,Travel,Credit Card,Mumbai,No,Mobile,91.0,31.9,5,14,5519.79,7967.85,1131,1,No,No,No,1
144191,TXN0044191,38,1831,Male,62304.0,73076.9,235.58,19,Friday,Transfer,Clothing,Contactless,Pune,No,Mobile,90.7,16.5,3,21,296.9,207.27,208,0,No,No,No,0
144192,TXN0044192,33,2178,Female,53254.0,46454.28,1094.1,17,Friday,Purchase,Dining,Online,Pune,No,Mobile,76.6,14.9,2,23,1217.21,938.2,69,0,No,No,No,0
144193,TXN0044193,35,1055,Female,33668.0,22549.18,6700.74,17,Friday,Online Purchase,Grocery,Credit Card,Ahmedabad,No,POS,75.6,50.1,4,23,6690.9,15803.62,257,0,No,No,No,0
144194,TXN0044194,18,1046,Male,39741.0,243436.11,1426.11,10,Friday,Purchase,Entertainment,Credit Card,Bengaluru,No,Mobile,63.6,13.3,5,21,3067.98,1469.24,1209,0,Yes,No,No,0
144195,TXN0044195,27,1982,Male,101891.0,90666.27,1607.04,9,Saturday,Purchase,Travel,Debit Card,Mumbai,No,POS,65.0,19.2,4,17,1167.46,1109.61,311,1,No,No,No,0
144196,TXN0044196,56,2202,Female,71421.0,78649.21,971.08,8,Tuesday,Transfer,Electronics,Credit Card,Bengaluru,No,Mobile,89.7,9.3,4,27,940.81,361.45,1111,0,No,No,No,0
144197,TXN0044197,27,497,Male,58226.0,31993.0,1350.86,18,Tuesday,Online Purchase,Grocery,Contactless,Pune,No,Mobile,90.8,56.2,4,20,1255.36,838.56,1425,0,No,No,No,0
144198,TXN0044198,18,890,Male,46988.0,100084.41,3554.4,16,Wednesday,Purchase,Healthcare,Credit Card,Chennai,No,POS,71.1,23.7,3,21,3829.4,3040.88,587,0,No,No,No,0
144199,TXN0044199,46,1059,Male,24552.0,31136.36,699.0,18,Thursday,ATM Withdrawal,Dining,Credit Card,Other,No,Desktop,73.4,30.6,2,11,1463.95,701.11,20,0,No,No,No,0
144200,TXN0044200,39,1015,Female,44444.0,21208.2,2088.92,22,Friday,Purchase,Clothing,Contactless,Bengaluru,No,POS,37.3,51.0,8,22,2530.84,1517.51,39,0,No,No,No,0
144201,TXN0044201,39,1490,Male,71587.0,40695.33,309.26,14,Monday,Online Purchase,Electronics,Contactless,Delhi,No,Mobile,90.4,31.3,3,16,300.77,284.02,269,1,No,Yes,No,0
144202,TXN0044202,34,1986,Male,104704.0,21932.43,5711.14,14,Thursday,Online Purchase,Online Services,Credit Card,Hyderabad,No,POS,61.9,14.0,4,22,5889.12,3647.08,84,0,No,No,No,0
144203,TXN0044203,46,1955,Male,49356.0,67199.31,8241.46,16,Tuesday,Online Purchase,Clothing,Online,Mumbai,No,Mobile,69.8,55.1,5,16,4243.08,9527.75,115,0,No,No,No,0
144204,TXN0044204,53,595,Female,220077.0,76840.56,1181.37,19,Tuesday,Online Purchase,Travel,Credit Card,Other,No,Desktop,85.6,11.4,3,20,2318.34,1816.14,426,0,No,No,No,0
144205,TXN0044205,30,1192,Male,53756.0,6944.21,625.98,18,Thursday,Transfer,Healthcare,Debit Card,Delhi,No,POS,96.3,57.9,3,13,955.9,357.66,394,0,No,Yes,No,0
144206,TXN0044206,43,1903,Female,31402.0,96764.26,943.49,14,Saturday,Purchase,Clothing,Credit Card,Bengaluru,No,Mobile,87.5,37.7,2,17,479.95,648.37,392,1,No,No,No,0
144207,TXN0044207,48,1488,Male,164787.0,31142.45,1621.83,21,Saturday,ATM Withdrawal,Travel,Contactless,Bengaluru,No,Mobile,67.8,23.3,5,22,1771.73,1317.37,219,0,No,No,No,0
144208,TXN0044208,30,872,Female,66959.0,7527.15,296.65,21,Tuesday,Purchase,Dining,Credit Card,Other,Yes,Mobile,67.1,27.3,5,21,473.54,194.5,187,0,No,No,No,0
144209,TXN0044209,53,1339,Female,54406.0,188177.43,408.36,19,Sunday,Purchase,Dining,Debit Card,Kolkata,No,Mobile,75.1,51.6,7,23,831.35,329.9,447,0,No,No,No,0
144210,TXN0044210,48,1611,Female,61662.0,42835.37,3157.53,8,Thursday,Purchase,Electronics,Credit Card,Mumbai,No,Desktop,90.6,20.3,3,21,3900.83,3144.15,420,0,Yes,No,No,0
144211,TXN0044211,22,2911,Male,75223.0,52987.79,1214.63,12,Friday,Online Purchase,Online Services,Online,Pune,No,Mobile,93.3,59.4,3,23,2051.89,824.29,1881,0,No,No,No,0
144212,TXN0044212,54,1983,Female,30887.0,16692.38,2409.3,20,Wednesday,Online Purchase,Online Services,Debit Card,Chennai,No,Mobile,76.1,17.8,3,19,2608.62,1872.62,1448,1,No,No,No,0
144213,TXN0044213,23,787,Male,27133.0,37521.87,9314.19,20,Saturday,Purchase,Healthcare,Debit Card,Mumbai,No,Mobile,80.2,22.7,2,22,22983.99,5718.25,97,0,No,No,No,0
144214,TXN0044214,28,875,Female,114379.0,14781.14,1835.43,15,Saturday,Online Purchase,Fuel,Online,Hyderabad,No,POS,56.6,19.0,1,22,1831.17,3103.15,168,0,No,No,No,0
144215,TXN0044215,44,1821,Male,54125.0,28450.26,4180.76,15,Tuesday,Purchase,Electronics,Debit Card,Bengaluru,No,Mobile,73.5,21.6,4,22,5258.12,8327.16,626,0,No,No,No,0
144216,TXN0044216,47,230,Male,58574.0,248679.26,3227.63,11,Thursday,Online Purchase,Entertainment,Credit Card,Hyderabad,No,Mobile,78.0,29.5,4,21,3640.98,5977.17,33,0,No,No,No,0
144217,TXN0044217,37,2457,Female,99283.0,15881.34,573.83,15,Monday,Transfer,Entertainment,Debit Card,Mumbai,No,Mobile,52.2,13.4,5,23,455.2,512.29,48,1,Yes,No,No,0
144218,TXN0044218,29,1662,Female,76647.0,75487.73,377.34,4,Friday,Transfer,Online Services,Credit Card,Ahmedabad,No,POS,85.1,15.3,5,14,529.6,503.84,367,0,No,No,Yes,0
144219,TXN0044219,33,639,Female,36346.0,207996.72,5645.0,6,Wednesday,Online Purchase,Fuel,Contactless,Pune,No,Tablet,85.8,55.1,2,11,8442.84,5037.87,509,1,No,No,No,0
144220,TXN0044220,32,563,Female,68414.0,41855.12,7425.43,12,Monday,Purchase,Clothing,Online,Other,No,Mobile,84.7,16.4,4,23,7251.9,16041.95,300,0,Yes,No,No,0
144221,TXN0044221,45,2623,Male,36737.0,115801.22,245.32,13,Tuesday,Online Purchase,Fuel,Credit Card,Chennai,No,Mobile,92.4,17.4,1,19,256.51,288.39,115,0,Yes,No,No,0
144222,TXN0044222,32,1157,Female,36341.0,16624.72,2785.56,17,Tuesday,Online Purchase,Online Services,Debit Card,Jaipur,No,Mobile,59.4,11.7,4,17,3239.57,2707.27,506,0,Yes,No,No,1
144223,TXN0044223,29,1945,Female,41140.0,104228.63,113.34,15,Thursday,Online Purchase,Electronics,Credit Card,Other,No,POS,78.6,9.3,6,16,130.45,90.83,107,1,No,Yes,No,0
144224,TXN0044224,20,1082,Male,50700.0,52468.56,5669.06,9,Friday,Purchase,Entertainment,Credit Card,Hyderabad,No,Desktop,55.2,78.0,3,23,6591.35,7202.17,1387,0,No,No,No,0
144225,TXN0044225,29,525,Male,39470.0,25917.87,1350.15,8,Friday,Online Purchase,Grocery,Online,Delhi,No,Mobile,86.2,18.5,3,23,1130.58,1341.09,352,1,No,No,No,0
144226,TXN0044226,35,1593,Male,74861.0,17795.48,6039.29,22,Friday,Online Purchase,Dining,Debit Card,Bengaluru,No,Desktop,91.5,36.2,1,15,11799.1,4682.45,2178,0,No,No,No,0
144227,TXN0044227,24,1079,Female,28506.0,38297.02,3680.62,22,Wednesday,Purchase,Electronics,Online,Hyderabad,No,Mobile,86.5,11.3,8,25,6017.49,3905.95,185,0,No,No,No,0
144228,TXN0044228,18,1543,Female,57540.0,40415.68,6448.45,21,Friday,Purchase,Travel,Debit Card,Other,No,Mobile,65.2,10.4,5,20,13588.55,2834.28,2427,0,No,No,No,0
144229,TXN0044229,47,947,Male,75085.0,23232.67,1221.03,17,Thursday,Purchase,Online Services,Credit Card,Mumbai,No,POS,61.7,3.8,5,13,1865.81,400.79,312,0,No,No,No,0
144230,TXN0044230,25,1074,Male,90128.0,17775.82,2083.23,11,Thursday,Purchase,Online Services,Online,Pune,No,Mobile,75.9,38.2,5,25,2189.3,2673.69,304,1,Yes,No,No,0
144231,TXN0044231,22,1499,Male,21093.0,11549.29,1128.69,22,Sunday,Online Purchase,Travel,Debit Card,Hyderabad,No,Tablet,65.8,1.9,4,15,1095.15,1268.15,148,0,No,No,No,0
144232,TXN0044232,53,772,Male,69738.0,53226.65,3292.84,21,Saturday,Transfer,Healthcare,Debit Card,Bengaluru,No,Mobile,95.0,13.9,3,15,5524.94,1989.35,62,0,No,No,No,0
144233,TXN0044233,45,1030,Female,84938.0,186337.28,1928.27,16,Friday,ATM Withdrawal,Healthcare,Credit Card,Pune,Yes,Desktop,90.7,19.8,3,16,1855.7,3658.21,612,1,No,No,No,0
144234,TXN0044234,47,1429,Male,58483.0,17411.57,377.56,13,Sunday,Purchase,Healthcare,Contactless,Chennai,No,Mobile,75.1,44.0,3,19,307.9,443.3,406,2,No,No,No,0
144235,TXN0044235,42,692,Male,42091.0,15404.39,340.37,21,Thursday,Online Purchase,Healthcare,Debit Card,Chennai,No,Mobile,38.3,50.3,4,32,360.23,338.91,291,1,No,No,No,0
144236,TXN0044236,50,3544,Male,86954.0,77321.3,4186.82,17,Saturday,Purchase,Online Services,Debit Card,Hyderabad,No,Desktop,92.7,37.3,3,19,3457.82,2345.63,210,0,No,No,No,0
144237,TXN0044237,46,998,Male,71780.0,13646.6,1197.52,20,Saturday,Purchase,Electronics,Credit Card,Delhi,No,Desktop,72.6,42.9,6,17,944.16,2497.39,1307,1,No,No,No,0
144238,TXN0044238,32,875,Female,136187.0,82614.38,520.53,18,Friday,Online Purchase,Dining,Debit Card,Delhi,No,Tablet,68.8,11.1,5,24,678.54,793.02,1250,1,Yes,No,No,0
144239,TXN0044239,24,1052,Male,80410.0,142827.27,667.0,19,Monday,Purchase,Clothing,Online,Mumbai,No,Mobile,81.8,11.4,4,13,507.19,496.74,726,0,No,No,No,0
144240,TXN0044240,22,963,Male,66698.0,19472.11,1409.97,19,Tuesday,Purchase,Fuel,Online,Delhi,No,Mobile,81.5,7.1,5,13,1219.96,1444.39,708,0,No,No,No,0
144241,TXN0044241,34,947,Female,50507.0,21256.33,1950.59,19,Friday,Transfer,Electronics,Contactless,Delhi,No,POS,85.0,56.0,3,18,2373.25,1312.54,77,0,No,No,No,0
144242,TXN0044242,24,787,Male,97427.0,44644.87,4104.7,19,Sunday,Online Purchase,Electronics,Debit Card,Delhi,Yes,Mobile,87.7,12.2,3,18,6524.69,10570.45,199,0,No,No,No,0
144243,TXN0044243,27,1568,Male,59878.0,48273.08,1487.38,19,Tuesday,Purchase,Online Services,Credit Card,Delhi,No,Mobile,59.9,3.8,2,13,1071.36,2912.85,258,0,Yes,No,No,0
144244,TXN0044244,34,1523,Female,72293.0,25428.79,595.28,15,Sunday,Transfer,Travel,Contactless,Kolkata,No,Tablet,93.2,29.2,4,16,695.93,260.76,55,0,No,No,No,0
144245,TXN0044245,51,2661,Female,57911.0,112400.51,1039.66,19,Monday,Purchase,Grocery,Online,Hyderabad,No,Tablet,64.3,38.0,3,19,957.2,630.31,366,0,No,No,No,0
